DATA,VALOR,RECEITA
2016-12-07 00:00:00.000,7.379.600,1
2016-12-07 00:00:00.000,7.379.500,1
2016-12-07 00:00:00.000,762.000,1
2016-12-07 00:00:00.000,202.200,1
2016-12-08 00:00:00.000,7.379.600,1
2016-12-08 00:00:00.000,7.379.600,1
2016-12-08 00:00:00.000,7.379.500,1
2016-12-08 00:00:00.000,762.000,1
2016-12-08 00:00:00.000,202.200,1
2016-12-08 00:00:00.000,1.499.500,1
2016-12-08 00:00:00.000,1.499.500,1
2016-12-09 00:00:00.000,62.705.500,1
2016-12-09 00:00:00.000,62.705.500,1
2016-12-09 00:00:00.000,19.184.900,1
2016-12-09 00:00:00.000,19.184.900,1
2016-12-09 00:00:00.000,1.580.000,1
2016-12-12 00:00:00.000,605.000,1
2016-12-12 00:00:00.000,605.000,1
2016-12-12 00:00:00.000,64.825.500,1
2016-12-12 00:00:00.000,30.000.000,1
2016-12-12 00:00:00.000,359.800,1
2016-12-12 00:00:00.000,186.400,1
2016-12-12 00:00:00.000,186.400,1
2016-12-12 00:00:00.000,3.429.400,1
2016-12-12 00:00:00.000,3.173.200,1
2016-12-12 00:00:00.000,542.500,1
2016-12-12 00:00:00.000,542.500,1
2016-12-12 00:00:00.000,179.000,1
2016-12-12 00:00:00.000,179.000,1
2016-12-12 00:00:00.000,34.825.500,1
2016-12-15 00:00:00.000,542.500,1
2016-12-15 00:00:00.000,137.709.200,1
2016-12-15 00:00:00.000,137.709.200,1
2016-12-15 00:00:00.000,18.166.100,1
2016-12-15 00:00:00.000,18.166.100,1
2016-12-15 00:00:00.000,3.392.900,1
2016-12-15 00:00:00.000,3.488.500,1
2016-12-15 00:00:00.000,898.000,1
2016-12-15 00:00:00.000,898.000,1
2016-12-15 00:00:00.000,898.000,1
2016-12-15 00:00:00.000,919.600,1
2016-12-15 00:00:00.000,919.600,1
2016-12-15 00:00:00.000,919.600,1
2016-12-16 00:00:00.000,2.616.300,1
2016-12-16 00:00:00.000,2.616.300,1
2016-12-19 00:00:00.000,18.906.000,1
2016-12-19 00:00:00.000,18.906.000,1
2016-12-19 00:00:00.000,2.231.500,1
2016-12-19 00:00:00.000,2.231.500,1
2016-12-19 00:00:00.000,2.369.800,1
2016-12-19 00:00:00.000,2.369.800,1
2016-12-20 00:00:00.000,3.101.300,1
2016-12-20 00:00:00.000,3.101.300,1
2016-12-20 00:00:00.000,2.258.000,1
2016-12-20 00:00:00.000,2.258.000,1
2016-12-20 00:00:00.000,3.142.900,1
2016-12-20 00:00:00.000,3.142.900,1
2016-12-20 00:00:00.000,1.061.500,1
2016-12-20 00:00:00.000,614.000,1
2016-12-27 00:00:00.000,132.512.800,1
2016-12-27 00:00:00.000,132.512.800,1
2016-12-28 00:00:00.000,134.822.600,1
2016-12-30 00:00:00.000,134.822.600,1
2016-12-30 00:00:00.000,6.663.100,1
2016-12-30 00:00:00.000,6.663.100,1
2017-01-03 00:00:00.000,8.9500,1
2017-01-05 00:00:00.000,8.9500,1
2017-01-05 00:00:00.000,2.107.700,1
2017-01-05 00:00:00.000,2.107.700,1
2017-01-05 00:00:00.000,34.313.900,1
2017-01-05 00:00:00.000,34.313.900,1
2017-01-05 00:00:00.000,2.736.000,1
2017-01-05 00:00:00.000,2.736.000,1
2017-01-05 00:00:00.000,2.736.000,1
2017-01-05 00:00:00.000,2.736.000,1
2017-01-05 00:00:00.000,2.736.000,1
2017-01-05 00:00:00.000,2.736.000,1
2017-01-05 00:00:00.000,22.268.000,1
2017-01-05 00:00:00.000,2.428.000,1
2017-01-05 00:00:00.000,2.428.000,1
2017-01-05 00:00:00.000,13.850.500,1
2017-01-13 00:00:00.000,1.136.000,1
2017-01-13 00:00:00.000,1.136.000,1
2017-01-16 00:00:00.000,8.404.000,1
2017-01-27 00:00:00.000,9.160.800,1
2017-01-27 00:00:00.000,9.160.800,1
2017-01-27 00:00:00.000,9.606.200,1
2017-01-27 00:00:00.000,15.951.900,1
2017-02-03 00:00:00.000,52.238.300,1
2017-02-03 00:00:00.000,52.238.300,1
2017-02-03 00:00:00.000,5.923.400,1
2017-02-06 00:00:00.000,894.000,1
2017-02-06 00:00:00.000,1.310.000,1
2017-02-06 00:00:00.000,1.310.000,1
2017-02-06 00:00:00.000,894.000,1
2017-02-16 00:00:00.000,67.788.800,1
2017-02-16 00:00:00.000,67.788.800,1
2017-02-16 00:00:00.000,6.607.000,1
2017-02-16 00:00:00.000,6.607.000,1
2017-02-22 00:00:00.000,31.545.600,1
2017-02-22 00:00:00.000,31.545.600,1
2017-02-22 00:00:00.000,15.941.400,1
2017-02-22 00:00:00.000,15.941.400,1
2017-02-24 00:00:00.000,41.650.400,1
2017-02-24 00:00:00.000,41.650.400,1
2017-03-10 00:00:00.000,3.714.400,1
2017-03-10 00:00:00.000,31.459.300,1
2017-03-10 00:00:00.000,28.985.900,1
2017-03-10 00:00:00.000,26.884.000,1
2017-03-10 00:00:00.000,26.884.000,1
2017-03-10 00:00:00.000,318.900,1
2017-03-10 00:00:00.000,3.714.400,1
2017-03-10 00:00:00.000,1.229.000,1
2017-03-10 00:00:00.000,541.500,1
2017-03-10 00:00:00.000,2.716.400,1
2017-03-10 00:00:00.000,2.473.400,1
2017-03-16 00:00:00.000,19.973.800,1
2017-03-16 00:00:00.000,2.716.400,1
2017-03-16 00:00:00.000,2.716.400,1
2017-03-16 00:00:00.000,19.973.800,1
2017-03-16 00:00:00.000,27.637.400,1
2017-03-16 00:00:00.000,28.282.200,1
2017-03-16 00:00:00.000,4.660.300,1
2017-03-16 00:00:00.000,4.889.500,1
2017-03-16 00:00:00.000,4.889.500,1
2017-03-16 00:00:00.000,6.137.100,1
2017-03-16 00:00:00.000,6.137.100,1
2017-03-16 00:00:00.000,224.799.300,1
2017-03-16 00:00:00.000,2.164.500,1
2017-03-17 00:00:00.000,1.214.700,1
2017-03-17 00:00:00.000,3.677.800,1
2017-03-17 00:00:00.000,4.9600,1
2017-03-17 00:00:00.000,4.9600,1
2017-03-17 00:00:00.000,4.0800,1
2017-03-17 00:00:00.000,4.0800,1
2017-03-17 00:00:00.000,3.677.800,1
2017-03-17 00:00:00.000,63.835.900,1
2017-03-21 00:00:00.000,9.450.100,1
2017-03-21 00:00:00.000,9.450.100,1
2017-03-21 00:00:00.000,245.178.200,1
2017-03-21 00:00:00.000,245.178.200,1
2017-03-21 00:00:00.000,286.766.500,1
2017-03-21 00:00:00.000,291.622.100,1
2017-03-21 00:00:00.000,306.626.300,1
2017-03-21 00:00:00.000,306.626.300,1
2017-03-21 00:00:00.000,9.811.500,1
2017-03-21 00:00:00.000,8.180.000,1
2017-03-21 00:00:00.000,184.897.800,1
2017-03-21 00:00:00.000,37.565.300,1
2017-03-21 00:00:00.000,37.565.300,1
2017-03-21 00:00:00.000,37.565.300,1
2017-03-21 00:00:00.000,184.897.800,1
2017-03-21 00:00:00.000,37.565.300,1
2017-03-21 00:00:00.000,37.565.300,1
2017-03-21 00:00:00.000,37.565.300,1
2017-03-21 00:00:00.000,8.633.400,1
2017-03-21 00:00:00.000,16.071.500,1
2017-03-22 00:00:00.000,16.186.600,1
2017-03-22 00:00:00.000,8.633.400,1
2017-03-22 00:00:00.000,51.022.500,1
2017-03-22 00:00:00.000,29.433.400,1
2017-03-22 00:00:00.000,3.729.800,1
2017-03-22 00:00:00.000,3.729.700,1
2017-03-22 00:00:00.000,1.516.100,1
2017-03-22 00:00:00.000,1.516.000,1
2017-03-22 00:00:00.000,3.843.200,1
2017-03-22 00:00:00.000,3.843.100,1
2017-03-22 00:00:00.000,29.433.400,1
2017-03-22 00:00:00.000,1.516.100,1
2017-03-22 00:00:00.000,51.022.500,1
2017-03-22 00:00:00.000,37.561.500,1
2017-03-22 00:00:00.000,2.4800,1
2017-03-22 00:00:00.000,21.987.400,1
2017-03-22 00:00:00.000,21.987.300,1
2017-03-22 00:00:00.000,9.351.600,1
2017-03-22 00:00:00.000,2.768.400,1
2017-03-28 00:00:00.000,60.118.500,1
2017-03-28 00:00:00.000,60.118.500,1
2017-03-30 00:00:00.000,9.260.200,1
2017-03-30 00:00:00.000,9.260.200,1
2017-04-05 00:00:00.000,4.994.000,1
2017-04-07 00:00:00.000,9.961.600,1
2017-04-20 00:00:00.000,4.8700,1
2017-04-20 00:00:00.000,9.606.000,1
2017-04-20 00:00:00.000,11.055.700,1
2017-04-20 00:00:00.000,6.235.200,1
2017-04-20 00:00:00.000,12.835.200,1
2017-04-20 00:00:00.000,10.993.100,1
2017-04-24 00:00:00.000,12.756.000,1
2017-04-24 00:00:00.000,3.353.000,1
2017-04-24 00:00:00.000,1.278.500,1
2017-04-24 00:00:00.000,7.793.000,1
2017-04-24 00:00:00.000,7.793.000,1
2017-04-24 00:00:00.000,3.353.000,1
2017-04-24 00:00:00.000,1.278.500,1
2017-04-24 00:00:00.000,1.435.300,1
2017-04-24 00:00:00.000,1.461.900,1
2017-04-24 00:00:00.000,7.983.300,1
2017-04-24 00:00:00.000,7.983.300,1
2017-04-24 00:00:00.000,951.500,1
2017-04-24 00:00:00.000,5.000.000,1
2017-04-24 00:00:00.000,14.716.900,1
2017-04-25 00:00:00.000,2.002.500,1
2017-04-25 00:00:00.000,2.002.500,1
2017-04-25 00:00:00.000,5.519.000,1
2017-04-25 00:00:00.000,6.412.800,1
2017-04-25 00:00:00.000,12.030.600,1
2017-04-25 00:00:00.000,5.612.200,1
2017-04-25 00:00:00.000,12.030.600,1
2017-04-25 00:00:00.000,6.311.500,1
2017-04-25 00:00:00.000,11.501.700,1
2017-04-25 00:00:00.000,11.551.700,1
2017-04-26 00:00:00.000,10.757.000,1
2017-04-26 00:00:00.000,10.757.000,1
2017-04-26 00:00:00.000,26.704.900,1
2017-04-26 00:00:00.000,1.362.900,1
2017-04-26 00:00:00.000,25.491.800,1
2017-04-27 00:00:00.000,19.641.500,1
2017-04-27 00:00:00.000,15.001.500,1
2017-04-27 00:00:00.000,8.862.200,1
2017-04-27 00:00:00.000,1.542.800,1
2017-04-27 00:00:00.000,8.862.200,1
2017-04-27 00:00:00.000,1.542.800,1
2017-04-27 00:00:00.000,3.450.300,1
2017-04-27 00:00:00.000,1.043.600,1
2017-04-27 00:00:00.000,1.043.600,1
2017-04-27 00:00:00.000,541.100,1
2017-04-27 00:00:00.000,10.874.800,1
2017-04-27 00:00:00.000,7.095.000,1
2017-04-27 00:00:00.000,10.890.800,1
2017-04-27 00:00:00.000,5.398.500,1
2017-04-27 00:00:00.000,5.279.200,1
2017-04-27 00:00:00.000,14.417.400,1
2017-04-27 00:00:00.000,9.918.600,1
2017-04-27 00:00:00.000,8.942.100,1
2017-04-27 00:00:00.000,7.095.000,1
2017-04-27 00:00:00.000,4.640.000,1
2017-04-27 00:00:00.000,991.100,1
2017-04-27 00:00:00.000,5.602.300,1
2017-05-02 00:00:00.000,1.434.600,1
2017-05-04 00:00:00.000,3.677.600,1
2017-05-04 00:00:00.000,3.677.600,1
2017-05-04 00:00:00.000,1.481.200,1
2017-05-04 00:00:00.000,18.754.600,1
2017-05-04 00:00:00.000,846.000,1
2017-05-04 00:00:00.000,9.865.800,1
2017-05-04 00:00:00.000,2.621.000,1
2017-05-04 00:00:00.000,9.389.700,1
2017-05-05 00:00:00.000,2.468.200,1
2017-05-05 00:00:00.000,3.337.300,1
2017-05-05 00:00:00.000,3.337.300,1
2017-05-23 00:00:00.000,1.960.900,1
2017-05-23 00:00:00.000,1.509.600,1
2017-05-23 00:00:00.000,1.509.600,1
2017-05-24 00:00:00.000,14.639.600,1
2017-05-24 00:00:00.000,9.329.800,1
2017-05-25 00:00:00.000,792.900,1
2017-05-25 00:00:00.000,5.873.100,1
2017-05-25 00:00:00.000,792.900,1
2017-05-25 00:00:00.000,12.5800,1
2017-05-25 00:00:00.000,733.400,1
2017-05-26 00:00:00.000,12.5800,1
2017-05-26 00:00:00.000,2.270.200,1
2017-05-31 00:00:00.000,169.800,1
2017-06-01 00:00:00.000,10.641.200,1
2017-06-01 00:00:00.000,38.786.700,1
2017-06-01 00:00:00.000,38.786.700,1
2017-06-01 00:00:00.000,7.5200,1
2017-06-01 00:00:00.000,169.800,1
2017-06-01 00:00:00.000,3.227.500,1
2017-06-01 00:00:00.000,3.227.500,1
2017-06-01 00:00:00.000,17.963.000,1
2017-06-02 00:00:00.000,5.335.100,1
2017-06-02 00:00:00.000,6.956.800,1
2017-06-02 00:00:00.000,5.335.100,1
2017-06-02 00:00:00.000,11.927.200,1
2017-06-02 00:00:00.000,730.300,1
2017-06-02 00:00:00.000,11.137.700,1
2017-06-02 00:00:00.000,730.300,1
2017-06-02 00:00:00.000,307.000,1
2017-06-02 00:00:00.000,11.137.700,1
2017-06-02 00:00:00.000,23.956.900,1
2017-06-02 00:00:00.000,19.934.100,1
2017-06-05 00:00:00.000,1.335.000,1
2017-06-05 00:00:00.000,2.848.600,1
2017-06-05 00:00:00.000,468.500,1
2017-06-05 00:00:00.000,468.500,1
2017-06-05 00:00:00.000,768.400,1
2017-06-05 00:00:00.000,768.400,1
2017-06-05 00:00:00.000,937.000,1
2017-06-06 00:00:00.000,1.103.000,1
2017-06-06 00:00:00.000,1.103.000,1
2017-06-06 00:00:00.000,1.266.900,1
2017-06-06 00:00:00.000,777.800,1
2017-06-06 00:00:00.000,777.700,1
2017-06-06 00:00:00.000,30.493.500,1
2017-06-06 00:00:00.000,10.342.100,1
2017-06-06 00:00:00.000,29.993.500,1
2017-06-06 00:00:00.000,10.342.100,1
2017-06-06 00:00:00.000,486.500,1
2017-06-06 00:00:00.000,2.142.500,1
2017-06-06 00:00:00.000,17.000.100,1
2017-06-06 00:00:00.000,18.071.600,1
2017-06-06 00:00:00.000,2.142.500,1
2017-06-06 00:00:00.000,500.000,1
2017-12-15 00:00:00.000,1.318.800,1
2017-12-18 00:00:00.000,831.000,1
2017-12-18 00:00:00.000,831.000,1
2017-12-18 00:00:00.000,1.485.100,1
2017-12-18 00:00:00.000,1.485.100,1
2017-12-18 00:00:00.000,528.900,1
2017-12-18 00:00:00.000,528.900,1
2017-12-18 00:00:00.000,528.900,1
2017-12-18 00:00:00.000,528.900,1
2017-12-19 00:00:00.000,1.001.500,1
2017-12-19 00:00:00.000,2.236.200,1
2017-12-19 00:00:00.000,1.001.500,1
2017-12-19 00:00:00.000,2.236.200,1
2017-12-20 00:00:00.000,8.391.600,1
2017-12-20 00:00:00.000,8.391.600,1
2017-12-20 00:00:00.000,5.591.500,1
2017-12-21 00:00:00.000,5.591.500,1
2017-12-21 00:00:00.000,10.624.600,1
2017-12-21 00:00:00.000,10.624.600,1
2017-12-21 00:00:00.000,1.939.100,1
2017-12-21 00:00:00.000,999.100,1
2017-12-21 00:00:00.000,430.500,1
2017-12-21 00:00:00.000,380.500,1
2017-12-21 00:00:00.000,5.2000,1
2017-12-21 00:00:00.000,940.000,1
2017-12-21 00:00:00.000,185.900,1
2017-12-21 00:00:00.000,1.335.900,1
2017-12-21 00:00:00.000,1.335.900,1
2017-12-21 00:00:00.000,1.292.600,1
2017-12-21 00:00:00.000,5.862.200,1
2017-12-21 00:00:00.000,1.292.600,1
2017-12-21 00:00:00.000,5.862.200,1
2017-12-21 00:00:00.000,1.335.900,1
2017-12-21 00:00:00.000,1.335.900,1
2017-12-21 00:00:00.000,1.674.100,1
2017-12-21 00:00:00.000,1.674.100,1
2017-12-22 00:00:00.000,4.035.800,1
2017-12-28 00:00:00.000,1.350.500,1
2017-12-29 00:00:00.000,5.819.300,1
2018-01-02 00:00:00.000,5.819.300,1
2018-01-02 00:00:00.000,2.960.700,1
2018-01-02 00:00:00.000,2.650.300,1
2018-01-02 00:00:00.000,2.650.300,1
2018-01-02 00:00:00.000,5.094.600,1
2018-01-02 00:00:00.000,5.094.600,1
2018-01-02 00:00:00.000,2.960.700,1
2018-01-02 00:00:00.000,3.030.300,1
2018-01-02 00:00:00.000,2.976.800,1
2018-01-16 00:00:00.000,35.912.500,1
2018-01-16 00:00:00.000,1.747.600,1
2018-01-16 00:00:00.000,1.565.800,1
2018-01-16 00:00:00.000,779.500,1
2018-03-01 00:00:00.000,8.378.100,1
2018-03-01 00:00:00.000,4.527.100,1
2018-03-01 00:00:00.000,3.397.900,1
2018-03-01 00:00:00.000,8.378.100,1
2018-03-01 00:00:00.000,1.129.200,1
2018-03-09 00:00:00.000,2.130.200,1
2018-03-09 00:00:00.000,2.130.200,1
2018-03-12 00:00:00.000,3.212.600,1
2018-03-12 00:00:00.000,3.212.600,1
2018-03-12 00:00:00.000,4.143.900,1
2018-05-03 00:00:00.000,663.700,1
2018-05-03 00:00:00.000,10.351.000,1
2018-05-03 00:00:00.000,10.351.000,1
2018-05-03 00:00:00.000,505.800,1
2018-05-03 00:00:00.000,7.900.100,1
2018-05-03 00:00:00.000,2.469.700,1
2018-05-03 00:00:00.000,1.900.000,1
2018-05-04 00:00:00.000,980.900,1
2018-05-04 00:00:00.000,980.900,1
2018-05-04 00:00:00.000,7.900.100,1
2018-05-15 00:00:00.000,915.100,1
2018-05-15 00:00:00.000,915.100,1
2018-05-16 00:00:00.000,1.607.500,1
2018-05-16 00:00:00.000,1.607.500,1
2018-05-16 00:00:00.000,3.916.700,1
2018-05-16 00:00:00.000,16.511.700,1
2018-05-16 00:00:00.000,916.700,1
2018-05-16 00:00:00.000,3.000.000,1
2018-05-16 00:00:00.000,2.154.700,1
2018-05-16 00:00:00.000,453.600,1
2018-05-16 00:00:00.000,453.600,1
2018-05-17 00:00:00.000,16.315.000,1
2018-05-21 00:00:00.000,5.7800,1
2018-05-21 00:00:00.000,1.075.600,1
2018-05-21 00:00:00.000,1.660.300,1
2018-05-21 00:00:00.000,971.000,1
2018-05-21 00:00:00.000,971.000,1
2018-05-21 00:00:00.000,1.660.300,1
2018-05-21 00:00:00.000,1.631.500,1
2018-05-21 00:00:00.000,652.600,1
2018-05-21 00:00:00.000,978.900,1
2018-05-22 00:00:00.000,24.058.800,1
2018-05-22 00:00:00.000,24.058.800,1
2018-05-22 00:00:00.000,24.058.800,1
2018-05-22 00:00:00.000,24.058.800,1
2018-05-22 00:00:00.000,24.058.800,1
2018-05-22 00:00:00.000,24.058.800,1
2018-05-22 00:00:00.000,1.660.300,1
2018-05-22 00:00:00.000,4.994.000,1
2018-05-22 00:00:00.000,4.991.400,1
2018-05-22 00:00:00.000,910.000,1
2018-05-22 00:00:00.000,1.662.900,1
2018-05-22 00:00:00.000,252.900,1
2018-05-22 00:00:00.000,17.956.300,1
2018-05-22 00:00:00.000,8.255.900,1
2018-05-22 00:00:00.000,1.077.400,1
2018-05-23 00:00:00.000,15.010.000,1
2018-05-23 00:00:00.000,13.509.000,1
2018-05-23 00:00:00.000,1.501.000,1
2018-05-23 00:00:00.000,317.184.600,1
2018-05-23 00:00:00.000,317.184.600,1
2018-05-23 00:00:00.000,79.295.700,1
2018-05-23 00:00:00.000,380.600,1
2018-05-23 00:00:00.000,42.099.600,1
2018-05-23 00:00:00.000,252.900,1
2018-05-23 00:00:00.000,8.978.100,1
2018-05-23 00:00:00.000,8.255.800,1
2018-05-23 00:00:00.000,1.077.300,1
2018-05-23 00:00:00.000,186.718.800,1
2018-05-23 00:00:00.000,186.718.800,1
2018-05-23 00:00:00.000,8.978.100,1
2018-05-23 00:00:00.000,6.177.600,1
2018-05-23 00:00:00.000,6.177.600,1
2018-05-24 00:00:00.000,260.307.000,1
2018-05-24 00:00:00.000,6.177.600,1
2018-05-24 00:00:00.000,760.450.700,1
2018-05-24 00:00:00.000,760.450.700,1
2018-05-24 00:00:00.000,815.080.000,1
2018-05-24 00:00:00.000,1.042.833.000,1
2018-05-24 00:00:00.000,815.080.000,1
2018-05-24 00:00:00.000,273.597.800,1
2018-05-24 00:00:00.000,140.700.000,1
2018-05-24 00:00:00.000,628.535.200,1
2018-05-25 00:00:00.000,340.916.100,1
2018-05-25 00:00:00.000,340.916.100,1
2018-05-25 00:00:00.000,9.963.000,1
2018-05-25 00:00:00.000,4.981.500,1
2018-05-25 00:00:00.000,4.981.500,1
2018-05-25 00:00:00.000,68.640.000,1
2018-05-25 00:00:00.000,68.640.000,1
2018-05-28 00:00:00.000,18.670.000,1
2018-05-28 00:00:00.000,9.335.000,1
2018-05-28 00:00:00.000,532.785.400,1
2018-05-28 00:00:00.000,4.667.500,1
2018-05-28 00:00:00.000,4.667.500,1
2018-06-06 00:00:00.000,1.304.000,1
2018-07-12 00:00:00.000,18.670.000,1
2018-07-12 00:00:00.000,18.670.000,1
2018-07-12 00:00:00.000,3.590.000,1
2018-07-20 00:00:00.000,1.042.833.000,1
2018-07-20 00:00:00.000,992.833.000,1
2018-07-20 00:00:00.000,50.000.000,1
2018-07-20 00:00:00.000,5.000.000,1
2018-07-20 00:00:00.000,5.930.000,1
2018-07-20 00:00:00.000,14.070.000,1
2018-07-20 00:00:00.000,1.000.000,1
2018-07-24 00:00:00.000,73.380.000,1
2018-07-24 00:00:00.000,146.760.000,1
2018-07-24 00:00:00.000,146.760.000,1
2018-07-24 00:00:00.000,73.380.000,1
2018-07-24 00:00:00.000,73.380.000,1
2018-07-24 00:00:00.000,1.569.000.000,1
2018-07-24 00:00:00.000,1.569.000.000,1
2018-07-24 00:00:00.000,6.276.000.000,1
2018-07-24 00:00:00.000,6.276.000.000,1
2018-07-24 00:00:00.000,10.155.500,1
2018-07-24 00:00:00.000,10.155.500,1
2018-07-24 00:00:00.000,146.760.000,1
2018-07-24 00:00:00.000,1.500.000.000,1
2018-07-31 00:00:00.000,88.056.000,1
2018-07-31 00:00:00.000,88.056.000,1
2018-07-31 00:00:00.000,1.857.969.900,1
2018-07-31 00:00:00.000,146.760.000,1
2018-07-31 00:00:00.000,146.760.000,1
2018-07-31 00:00:00.000,8.489.064.400,1
2018-07-31 00:00:00.000,8.489.064.400,1
2018-07-31 00:00:00.000,164.787.000,1
2018-07-31 00:00:00.000,164.787.000,1
2018-07-31 00:00:00.000,13.872.900,1
2018-07-31 00:00:00.000,13.872.900,1
2018-08-21 00:00:00.000,9.751.942.300,1
2018-08-21 00:00:00.000,9.751.942.300,1
2018-08-21 00:00:00.000,351.086.900,1
2018-08-21 00:00:00.000,351.086.900,1
2018-08-21 00:00:00.000,32.431.300,1
2018-08-21 00:00:00.000,32.431.300,1
